sample,Source,Tissue,Cancer,UMAP1,UMAP2,pca_n,umap_seed
TCGA-BT-A42C-01,TCGA Tumor,bladder,BLCA,20.663723,-0.13504362,30,42
TCGA-DK-AA76-01,TCGA Tumor,bladder,BLCA,19.872913,0.104092315,30,42
TCGA-GU-A762-01,TCGA Tumor,bladder,BLCA,20.680784,-0.14320594,30,42
TCGA-2F-A9KO-01,TCGA Tumor,bladder,BLCA,19.74431,-0.09889608,30,42
TCGA-K4-A6FZ-01,TCGA Tumor,bladder,BLCA,19.657194,-0.4751717,30,42
TCGA-GU-A42P-01,TCGA Tumor,bladder,BLCA,19.321867,-0.6578191,30,42
TCGA-2F-A9KP-01,TCGA Tumor,bladder,BLCA,20.550224,-0.01832526,30,42
TCGA-CU-A3QU-01,TCGA Tumor,bladder,BLCA,19.633032,-0.26564896,30,42
TCGA-BT-A20P-01,TCGA Tumor,bladder,BLCA,21.104181,-0.30426866,30,42
TCGA-ZF-A9RN-01,TCGA Tumor,bladder,BLCA,20.586926,-0.054955833,30,42
TCGA-GV-A3QI-01,TCGA Tumor,bladder,BLCA,20.564966,0.06700884,30,42
TCGA-XF-A8HD-01,TCGA Tumor,bladder,BLCA,21.146782,-0.16817458,30,42
TCGA-FD-A5BU-01,TCGA Tumor,bladder,BLCA,20.424301,-0.7265271,30,42
TCGA-BT-A20W-01,TCGA Tumor,bladder,BLCA,20.345932,0.08185816,30,42
TCGA-DK-A6B2-01,TCGA Tumor,bladder,BLCA,19.641426,-0.23893565,30,42
TCGA-XF-A9T5-01,TCGA Tumor,bladder,BLCA,19.531122,-0.5192412,30,42
TCGA-XF-AAML-01,TCGA Tumor,bladder,BLCA,20.152159,0.2480879,30,42
TCGA-GC-A3RB-01,TCGA Tumor,bladder,BLCA,20.688097,-0.21427308,30,42
TCGA-GU-A767-01,TCGA Tumor,bladder,BLCA,21.040228,-0.18713804,30,42
TCGA-XF-AAME-01,TCGA Tumor,bladder,BLCA,20.56635,-0.06570849,30,42
TCGA-CU-A3KJ-01,TCGA Tumor,bladder,BLCA,19.647295,-0.6124012,30,42
TCGA-BT-A20O-01,TCGA Tumor,bladder,BLCA,19.852638,-0.6616604,30,42
TCGA-BT-A20X-01,TCGA Tumor,bladder,BLCA,20.592571,-0.4274936,30,42
TCGA-DK-A3IK-01,TCGA Tumor,bladder,BLCA,19.35786,-0.6999219,30,42
TCGA-XF-AAMJ-01,TCGA Tumor,bladder,BLCA,20.055067,0.3772286,30,42
TCGA-LT-A8JT-01,TCGA Tumor,bladder,BLCA,20.544458,-0.297327,30,42
TCGA-H4-A2HO-01,TCGA Tumor,bladder,BLCA,19.55895,-0.4720648,30,42
TCGA-FJ-A3Z7-01,TCGA Tumor,bladder,BLCA,20.035069,-0.25437263,30,42
TCGA-4Z-AA87-01,TCGA Tumor,bladder,BLCA,19.307156,-0.6223492,30,42
TCGA-DK-AA6L-01,TCGA Tumor,bladder,BLCA,19.339472,-0.649829,30,42
TCGA-BT-A3PJ-01,TCGA Tumor,bladder,BLCA,19.395515,-0.656948,30,42
TCGA-K4-A5RH-01,TCGA Tumor,bladder,BLCA,20.370564,-0.6763936,30,42
TCGA-BT-A0YX-01,TCGA Tumor,bladder,BLCA,19.548424,-0.353663,30,42
TCGA-ZF-A9R3-01,TCGA Tumor,bladder,BLCA,20.843737,-0.28588155,30,42
TCGA-ZF-A9RC-01,TCGA Tumor,bladder,BLCA,19.964466,0.31181228,30,42
TCGA-DK-AA74-01,TCGA Tumor,bladder,BLCA,20.895489,-0.101519205,30,42
TCGA-XF-A9SX-01,TCGA Tumor,bladder,BLCA,21.15057,-0.15326665,30,42
TCGA-XF-AAN1-01,TCGA Tumor,bladder,BLCA,20.727709,-0.07740474,30,42
TCGA-CF-A1HR-01,TCGA Tumor,bladder,BLCA,20.524517,-0.1641211,30,42
TCGA-K4-A3WS-01,TCGA Tumor,bladder,BLCA,20.661968,0.007909007,30,42
TCGA-GU-AATQ-01,TCGA Tumor,bladder,BLCA,19.343094,-0.5249619,30,42
TCGA-DK-A3WW-01,TCGA Tumor,bladder,BLCA,20.445044,-0.72609675,30,42
TCGA-GC-A3RD-01,TCGA Tumor,bladder,BLCA,19.98202,0.35046163,30,42
TCGA-XF-AAN3-01,TCGA Tumor,bladder,BLCA,20.883984,-0.4578496,30,42
TCGA-FD-A5BT-01,TCGA Tumor,bladder,BLCA,20.75996,-0.04599939,30,42
TCGA-PQ-A6FI-01,TCGA Tumor,bladder,BLCA,20.73123,-0.61677635,30,42
TCGA-BL-A5ZZ-01,TCGA Tumor,bladder,BLCA,20.565033,-0.26390696,30,42
TCGA-E7-A5KE-01,TCGA Tumor,bladder,BLCA,20.656816,-0.34175363,30,42
TCGA-FD-A3SQ-01,TCGA Tumor,bladder,BLCA,20.724428,-0.031280573,30,42
TCGA-DK-A1AG-01,TCGA Tumor,bladder,BLCA,19.289528,-0.6479494,30,42
TCGA-DK-A3IT-01,TCGA Tumor,bladder,BLCA,20.882019,0.044178665,30,42
TCGA-BT-A20W-11,TCGA Normal,bladder,BLCA,19.907854,0.16164303,30,42
TCGA-BT-A20R-11,TCGA Normal,bladder,BLCA,20.299044,-0.5845436,30,42
TCGA-XF-AAMR-01,TCGA Tumor,bladder,BLCA,20.575691,-0.36585277,30,42
TCGA-4Z-AA7Y-01,TCGA Tumor,bladder,BLCA,19.380474,-0.6044199,30,42
TCGA-HQ-A5NE-01,TCGA Tumor,bladder,BLCA,19.294329,-0.684597,30,42
TCGA-ZF-AA52-01,TCGA Tumor,bladder,BLCA,21.07368,-0.16956459,30,42
TCGA-E7-A541-01,TCGA Tumor,bladder,BLCA,20.050926,0.33161864,30,42
TCGA-GD-A2C5-01,TCGA Tumor,bladder,BLCA,21.053333,-0.28695524,30,42
TCGA-UY-A8OB-01,TCGA Tumor,bladder,BLCA,19.274742,-0.6902195,30,42
TCGA-XF-AAN5-01,TCGA Tumor,bladder,BLCA,20.833464,-0.45216227,30,42
TCGA-GV-A40E-01,TCGA Tumor,bladder,BLCA,19.333473,-0.6932811,30,42
TCGA-E7-A7XN-01,TCGA Tumor,bladder,BLCA,20.988245,-0.39901412,30,42
TCGA-KQ-A41P-01,TCGA Tumor,bladder,BLCA,19.245436,-0.68357676,30,42
TCGA-DK-A3IM-01,TCGA Tumor,bladder,BLCA,20.86502,-0.25347725,30,42
TCGA-4Z-AA83-01,TCGA Tumor,bladder,BLCA,20.388895,-0.6830589,30,42
TCGA-XF-A9T2-01,TCGA Tumor,bladder,BLCA,20.711588,-0.03145833,30,42
TCGA-DK-A1A6-01,TCGA Tumor,bladder,BLCA,20.673466,-0.34739816,30,42
TCGA-E7-A97P-01,TCGA Tumor,bladder,BLCA,20.828249,-0.5473391,30,42
TCGA-ZF-AA5N-01,TCGA Tumor,bladder,BLCA,20.948175,-0.03825697,30,42
TCGA-G2-A2EF-01,TCGA Tumor,bladder,BLCA,19.677174,-0.66238207,30,42
TCGA-FD-A6TD-01,TCGA Tumor,bladder,BLCA,20.674927,-0.0029952696,30,42
TCGA-DK-AA77-01,TCGA Tumor,bladder,BLCA,21.131334,-0.32204852,30,42
TCGA-PQ-A6FN-01,TCGA Tumor,bladder,BLCA,19.520336,-0.4520078,30,42
TCGA-XF-A9SU-01,TCGA Tumor,bladder,BLCA,20.926832,-0.049441572,30,42
TCGA-DK-A3WY-01,TCGA Tumor,bladder,BLCA,20.676056,-0.13144477,30,42
TCGA-DK-AA6T-01,TCGA Tumor,bladder,BLCA,20.67392,-0.24746257,30,42
TCGA-BT-A20Q-11,TCGA Normal,bladder,BLCA,20.306301,-0.69581103,30,42
TCGA-C4-A0F0-01,TCGA Tumor,bladder,BLCA,20.323694,-0.7318352,30,42
TCGA-FD-A3SP-01,TCGA Tumor,bladder,BLCA,19.57383,-0.6579796,30,42
TCGA-FD-A3SM-01,TCGA Tumor,bladder,BLCA,19.43546,-0.6227247,30,42
TCGA-BT-A20U-11,TCGA Normal,bladder,BLCA,20.725407,-0.40508616,30,42
TCGA-CF-A3MH-01,TCGA Tumor,bladder,BLCA,20.919989,-0.4335704,30,42
TCGA-XF-AAMH-01,TCGA Tumor,bladder,BLCA,19.253862,-0.6959995,30,42
TCGA-DK-A2I2-01,TCGA Tumor,bladder,BLCA,19.363178,-0.5234859,30,42
TCGA-KQ-A41O-01,TCGA Tumor,bladder,BLCA,19.28269,-0.7391073,30,42
TCGA-4Z-AA7Q-01,TCGA Tumor,bladder,BLCA,19.676521,-0.29499406,30,42
TCGA-K4-A3WV-11,TCGA Normal,bladder,BLCA,20.470945,-0.015734918,30,42
TCGA-DK-A3IQ-01,TCGA Tumor,bladder,BLCA,20.323948,-0.6892489,30,42
TCGA-DK-A2I6-01,TCGA Tumor,bladder,BLCA,20.98554,0.037742753,30,42
TCGA-XF-A9SV-01,TCGA Tumor,bladder,BLCA,20.606823,-0.0093829725,30,42
TCGA-CU-A0YN-11,TCGA Normal,bladder,BLCA,20.245884,-0.5281812,30,42
TCGA-DK-A6B6-01,TCGA Tumor,bladder,BLCA,20.076324,0.35247535,30,42
TCGA-E7-A7DU-01,TCGA Tumor,bladder,BLCA,20.275564,0.08823584,30,42
TCGA-FT-A61P-01,TCGA Tumor,bladder,BLCA,20.696838,0.0027344741,30,42
TCGA-FD-A43P-01,TCGA Tumor,bladder,BLCA,19.275637,-0.7015387,30,42
TCGA-GC-A6I3-11,TCGA Normal,bladder,BLCA,19.847086,-0.24889752,30,42
TCGA-XF-A9SL-01,TCGA Tumor,bladder,BLCA,20.527264,-0.21980049,30,42
TCGA-CF-A9FL-01,TCGA Tumor,bladder,BLCA,19.602198,-0.4048662,30,42
TCGA-DK-AA6X-01,TCGA Tumor,bladder,BLCA,21.145336,-0.10457059,30,42
TCGA-R3-A69X-01,TCGA Tumor,bladder,BLCA,19.576666,-0.3407168,30,42
TCGA-G2-A2EK-01,TCGA Tumor,bladder,BLCA,19.31645,-0.66274494,30,42
TCGA-FD-A3SO-01,TCGA Tumor,bladder,BLCA,21.019808,-0.034969766,30,42
TCGA-BL-A3JM-01,TCGA Tumor,bladder,BLCA,20.86785,0.016765133,30,42
TCGA-ZF-AA4U-01,TCGA Tumor,bladder,BLCA,20.950659,-0.42422378,30,42
TCGA-ZF-AA53-01,TCGA Tumor,bladder,BLCA,19.901674,-0.7149966,30,42
TCGA-CF-A9FF-01,TCGA Tumor,bladder,BLCA,20.909615,-0.25797585,30,42
TCGA-DK-A3IV-01,TCGA Tumor,bladder,BLCA,20.736656,-0.10806661,30,42
TCGA-BT-A2LA-11,TCGA Normal,bladder,BLCA,19.910994,-0.029141149,30,42
TCGA-FJ-A3Z9-01,TCGA Tumor,bladder,BLCA,20.340664,0.17968464,30,42
TCGA-CF-A1HS-01,TCGA Tumor,bladder,BLCA,-5.028081,4.1566873,30,42
TCGA-XF-AAMT-01,TCGA Tumor,bladder,BLCA,19.602993,-0.3590631,30,42
TCGA-BT-A0S7-01,TCGA Tumor,bladder,BLCA,19.541546,-0.38127965,30,42
TCGA-FD-A5C1-01,TCGA Tumor,bladder,BLCA,20.919744,-0.5250549,30,42
TCGA-DK-A1A5-01,TCGA Tumor,bladder,BLCA,20.87414,-0.47688562,30,42
TCGA-FD-A3B4-01,TCGA Tumor,bladder,BLCA,20.60433,-0.6967441,30,42
TCGA-4Z-AA86-01,TCGA Tumor,bladder,BLCA,20.753363,-0.21715853,30,42
TCGA-XF-A9SW-01,TCGA Tumor,bladder,BLCA,20.931776,-0.10762994,30,42
TCGA-4Z-AA7O-01,TCGA Tumor,bladder,BLCA,20.975843,-0.5480307,30,42
TCGA-BT-A2LB-01,TCGA Tumor,bladder,BLCA,20.581345,-0.095585324,30,42
TCGA-GV-A3QF-01,TCGA Tumor,bladder,BLCA,19.768959,-0.16700888,30,42
TCGA-E7-A7DV-01,TCGA Tumor,bladder,BLCA,19.544798,-0.6189127,30,42
TCGA-DK-AA75-01,TCGA Tumor,bladder,BLCA,19.920855,0.17706399,30,42
TCGA-FD-A62O-01,TCGA Tumor,bladder,BLCA,20.752468,-0.06738716,30,42
TCGA-E7-A8O7-01,TCGA Tumor,bladder,BLCA,20.923428,-0.580581,30,42
TCGA-GC-A3WC-01,TCGA Tumor,bladder,BLCA,19.68562,-0.6376895,30,42
TCGA-LT-A5Z6-01,TCGA Tumor,bladder,BLCA,20.068525,0.39186734,30,42
TCGA-FD-A3B8-01,TCGA Tumor,bladder,BLCA,19.59383,-0.6392634,30,42
TCGA-FJ-A3ZE-01,TCGA Tumor,bladder,BLCA,20.974257,-0.053998627,30,42
TCGA-ZF-A9RM-01,TCGA Tumor,bladder,BLCA,20.92268,-0.033297446,30,42
TCGA-DK-A2I1-01,TCGA Tumor,bladder,BLCA,20.051115,0.31614023,30,42
TCGA-4Z-AA7M-01,TCGA Tumor,bladder,BLCA,19.733625,-0.06925659,30,42
TCGA-FD-A62S-01,TCGA Tumor,bladder,BLCA,19.504074,-0.50366825,30,42
TCGA-XF-AAMZ-01,TCGA Tumor,bladder,BLCA,20.474728,0.032208327,30,42
TCGA-XF-A8HG-01,TCGA Tumor,bladder,BLCA,20.200237,0.28254774,30,42
TCGA-E7-A85H-01,TCGA Tumor,bladder,BLCA,21.000042,-0.039537914,30,42
TCGA-E7-A678-01,TCGA Tumor,bladder,BLCA,21.010408,-0.21416557,30,42
TCGA-E7-A677-01,TCGA Tumor,bladder,BLCA,21.061121,-0.51684225,30,42
TCGA-FD-A3N6-01,TCGA Tumor,bladder,BLCA,20.535698,-0.6354425,30,42
TCGA-GC-A6I3-01,TCGA Tumor,bladder,BLCA,20.006447,0.34321523,30,42
TCGA-CF-A47T-01,TCGA Tumor,bladder,BLCA,20.370485,0.16385536,30,42
TCGA-4Z-AA7W-01,TCGA Tumor,bladder,BLCA,21.079441,-0.30339637,30,42
TCGA-DK-A1AB-01,TCGA Tumor,bladder,BLCA,19.684555,-0.62546605,30,42
TCGA-C4-A0F6-01,TCGA Tumor,bladder,BLCA,19.437763,-0.445247,30,42
TCGA-4Z-AA7S-01,TCGA Tumor,bladder,BLCA,20.873043,-0.3962666,30,42
TCGA-DK-A3IN-01,TCGA Tumor,bladder,BLCA,19.220512,-0.67807734,30,42
TCGA-CU-A0YO-01,TCGA Tumor,bladder,BLCA,20.181046,0.074268185,30,42
TCGA-ZF-A9R5-01,TCGA Tumor,bladder,BLCA,20.502352,0.024765221,30,42
TCGA-DK-A2I4-01,TCGA Tumor,bladder,BLCA,20.480745,-0.50170565,30,42
TCGA-2F-A9KR-01,TCGA Tumor,bladder,BLCA,19.564804,-0.4315789,30,42
TCGA-CF-A47S-01,TCGA Tumor,bladder,BLCA,20.802473,-0.26039076,30,42
TCGA-FD-A62N-01,TCGA Tumor,bladder,BLCA,20.662737,-0.0036405558,30,42
TCGA-FD-A5BY-01,TCGA Tumor,bladder,BLCA,20.89932,-0.27658615,30,42
TCGA-GV-A3JZ-01,TCGA Tumor,bladder,BLCA,19.636576,-0.4339702,30,42
TCGA-YC-A89H-01,TCGA Tumor,bladder,BLCA,19.757982,-0.57212687,30,42
TCGA-GU-A42R-01,TCGA Tumor,bladder,BLCA,20.85601,-0.59612846,30,42
TCGA-CF-A47X-01,TCGA Tumor,bladder,BLCA,20.717016,-0.45849076,30,42
TCGA-2F-A9KQ-01,TCGA Tumor,bladder,BLCA,21.15679,-0.2920241,30,42
TCGA-GV-A6ZA-01,TCGA Tumor,bladder,BLCA,19.24607,-0.61655194,30,42
TCGA-DK-A3IL-01,TCGA Tumor,bladder,BLCA,21.125242,-0.13228577,30,42
TCGA-GV-A3QH-01,TCGA Tumor,bladder,BLCA,19.409657,-0.42000693,30,42
TCGA-SY-A9G0-01,TCGA Tumor,bladder,BLCA,20.690958,0.0065227994,30,42
TCGA-BT-A2LD-01,TCGA Tumor,bladder,BLCA,19.234701,-0.7380382,30,42
TCGA-DK-A1AC-01,TCGA Tumor,bladder,BLCA,19.295033,-0.6561554,30,42
TCGA-GV-A3JV-01,TCGA Tumor,bladder,BLCA,20.540588,-0.05943349,30,42
TCGA-XF-A8HC-01,TCGA Tumor,bladder,BLCA,20.080751,0.34456393,30,42
TCGA-GC-A6I1-01,TCGA Tumor,bladder,BLCA,19.435389,-0.5265311,30,42
TCGA-FD-A5BX-01,TCGA Tumor,bladder,BLCA,19.844538,-0.65414983,30,42
TCGA-G2-A2ES-01,TCGA Tumor,bladder,BLCA,21.111221,-0.3262104,30,42
TCGA-BT-A20V-01,TCGA Tumor,bladder,BLCA,19.55698,-0.35114872,30,42
TCGA-GV-A3JW-01,TCGA Tumor,bladder,BLCA,20.368828,0.07532329,30,42
TCGA-XF-A9SK-01,TCGA Tumor,bladder,BLCA,19.25094,-0.6624562,30,42
TCGA-S5-AA26-01,TCGA Tumor,bladder,BLCA,20.366613,0.14430617,30,42
TCGA-CU-A5W6-01,TCGA Tumor,bladder,BLCA,19.614841,-0.34992063,30,42
TCGA-CU-A72E-01,TCGA Tumor,bladder,BLCA,19.496288,-0.604547,30,42
TCGA-BT-A20T-01,TCGA Tumor,bladder,BLCA,20.763865,-0.66823584,30,42
TCGA-UY-A9PH-01,TCGA Tumor,bladder,BLCA,20.422073,0.06811046,30,42
TCGA-FD-A6TC-01,TCGA Tumor,bladder,BLCA,19.415894,-0.6185919,30,42
TCGA-GC-A3I6-01,TCGA Tumor,bladder,BLCA,20.653316,-0.051633563,30,42
TCGA-ZF-AA4V-01,TCGA Tumor,bladder,BLCA,20.957514,-0.052676197,30,42
TCGA-FD-A6TH-01,TCGA Tumor,bladder,BLCA,19.226265,-0.7018773,30,42
TCGA-K4-A83P-01,TCGA Tumor,bladder,BLCA,20.014631,0.33354944,30,42
TCGA-BT-A20N-01,TCGA Tumor,bladder,BLCA,20.282494,0.20978954,30,42
TCGA-GD-A3OQ-11,TCGA Normal,bladder,BLCA,20.119684,0.2977475,30,42
TCGA-UY-A9PB-01,TCGA Tumor,bladder,BLCA,19.557467,-0.38911358,30,42
TCGA-E7-A4IJ-01,TCGA Tumor,bladder,BLCA,19.475845,-0.46710417,30,42
TCGA-FD-A6TB-01,TCGA Tumor,bladder,BLCA,19.359123,-0.54268724,30,42
TCGA-DK-A1A7-01,TCGA Tumor,bladder,BLCA,19.755903,-0.28597164,30,42
TCGA-FD-A6TA-01,TCGA Tumor,bladder,BLCA,20.100582,0.20225331,30,42
TCGA-E7-A7PW-01,TCGA Tumor,bladder,BLCA,20.000786,0.33759907,30,42
TCGA-BL-A13J-01,TCGA Tumor,bladder,BLCA,20.549438,0.035834253,30,42
TCGA-FD-A62P-01,TCGA Tumor,bladder,BLCA,19.373919,-0.6641754,30,42
TCGA-GU-AATO-01,TCGA Tumor,bladder,BLCA,20.803593,-0.0001373152,30,42
TCGA-BT-A3PK-01,TCGA Tumor,bladder,BLCA,19.56123,-0.6383046,30,42
TCGA-XF-A9SJ-01,TCGA Tumor,bladder,BLCA,20.97492,0.008831566,30,42
TCGA-K4-A5RI-01,TCGA Tumor,bladder,BLCA,20.528427,-0.61137754,30,42
TCGA-E7-A519-01,TCGA Tumor,bladder,BLCA,20.970776,-0.26656583,30,42
TCGA-XF-A9SZ-01,TCGA Tumor,bladder,BLCA,19.803713,0.043812823,30,42
TCGA-DK-A2HX-01,TCGA Tumor,bladder,BLCA,19.663853,-0.41395646,30,42
TCGA-G2-AA3B-01,TCGA Tumor,bladder,BLCA,20.751364,-0.11726856,30,42
TCGA-GU-AATP-01,TCGA Tumor,bladder,BLCA,21.038208,-0.20983611,30,42
TCGA-FD-A43Y-01,TCGA Tumor,bladder,BLCA,19.470453,-0.6700841,30,42
TCGA-ZF-A9RE-01,TCGA Tumor,bladder,BLCA,19.175276,-0.7150677,30,42
TCGA-ZF-AA4N-01,TCGA Tumor,bladder,BLCA,20.31585,-0.7273714,30,42
TCGA-C4-A0EZ-01,TCGA Tumor,bladder,BLCA,20.964924,-0.05744836,30,42
TCGA-2F-A9KW-01,TCGA Tumor,bladder,BLCA,19.226805,-0.6965669,30,42
TCGA-CU-A0YN-01,TCGA Tumor,bladder,BLCA,20.67399,-0.11269051,30,42
TCGA-FD-A5BV-01,TCGA Tumor,bladder,BLCA,20.898117,0.009521486,30,42
TCGA-UY-A78P-01,TCGA Tumor,bladder,BLCA,19.694996,-0.46727633,30,42
TCGA-GV-A40G-01,TCGA Tumor,bladder,BLCA,20.696806,-0.3454759,30,42
TCGA-GD-A76B-01,TCGA Tumor,bladder,BLCA,19.649498,-0.27581155,30,42
TCGA-4Z-AA7R-01,TCGA Tumor,bladder,BLCA,19.308352,-0.39882278,30,42
TCGA-ZF-AA4R-01,TCGA Tumor,bladder,BLCA,20.494152,-0.094432764,30,42
TCGA-FD-A43X-01,TCGA Tumor,bladder,BLCA,21.055075,-0.37791276,30,42
TCGA-K4-A6MB-01,TCGA Tumor,bladder,BLCA,19.570324,-0.6295543,30,42
TCGA-DK-A6B5-01,TCGA Tumor,bladder,BLCA,19.250595,-0.7228445,30,42
TCGA-XF-A9SI-01,TCGA Tumor,bladder,BLCA,20.580387,-0.20758727,30,42
TCGA-HQ-A5ND-01,TCGA Tumor,bladder,BLCA,19.487528,-0.6113496,30,42
TCGA-E7-A8O8-01,TCGA Tumor,bladder,BLCA,20.996294,-0.19484456,30,42
TCGA-UY-A8OD-01,TCGA Tumor,bladder,BLCA,20.637453,-0.034420025,30,42
TCGA-UY-A78M-01,TCGA Tumor,bladder,BLCA,19.285034,-0.5260589,30,42
TCGA-G2-AA3D-01,TCGA Tumor,bladder,BLCA,20.676552,-0.15714483,30,42
TCGA-XF-AAN0-01,TCGA Tumor,bladder,BLCA,20.80952,-0.051849525,30,42
TCGA-4Z-AA82-01,TCGA Tumor,bladder,BLCA,21.02101,-0.0532779,30,42
TCGA-ZF-A9R7-01,TCGA Tumor,bladder,BLCA,21.102743,-0.21356975,30,42
TCGA-E7-A4XJ-01,TCGA Tumor,bladder,BLCA,21.07997,-0.17944765,30,42
TCGA-E7-A6ME-01,TCGA Tumor,bladder,BLCA,19.587667,-0.3115407,30,42
TCGA-H4-A2HQ-01,TCGA Tumor,bladder,BLCA,19.25683,-0.6834438,30,42
TCGA-FD-A3B3-01,TCGA Tumor,bladder,BLCA,19.57104,-0.45965064,30,42
TCGA-FJ-A3ZF-01,TCGA Tumor,bladder,BLCA,19.905636,0.12202241,30,42
TCGA-UY-A9PD-01,TCGA Tumor,bladder,BLCA,19.590143,-0.34268895,30,42
TCGA-G2-A2EL-01,TCGA Tumor,bladder,BLCA,19.296324,-0.6821878,30,42
TCGA-XF-A9SP-01,TCGA Tumor,bladder,BLCA,19.751827,-0.2649737,30,42
TCGA-DK-AA6U-01,TCGA Tumor,bladder,BLCA,19.857807,0.15214318,30,42
TCGA-ZF-AA5H-01,TCGA Tumor,bladder,BLCA,21.068077,-0.327767,30,42
TCGA-K4-A54R-01,TCGA Tumor,bladder,BLCA,20.126455,0.3119336,30,42
TCGA-XF-A9ST-01,TCGA Tumor,bladder,BLCA,21.072323,-0.13590646,30,42
TCGA-KQ-A41R-01,TCGA Tumor,bladder,BLCA,20.259586,-0.20819637,30,42
TCGA-GD-A2C5-11,TCGA Normal,bladder,BLCA,19.970137,0.013418303,30,42
TCGA-DK-AA6W-01,TCGA Tumor,bladder,BLCA,19.20314,-0.7141104,30,42
TCGA-SY-A9G5-01,TCGA Tumor,bladder,BLCA,19.60782,-0.5149882,30,42
TCGA-4Z-AA89-01,TCGA Tumor,bladder,BLCA,21.040781,-0.32645342,30,42
TCGA-FD-A3N5-01,TCGA Tumor,bladder,BLCA,20.932983,-0.5151008,30,42
TCGA-FJ-A871-01,TCGA Tumor,bladder,BLCA,20.696308,-0.38271993,30,42
TCGA-K4-AAQO-01,TCGA Tumor,bladder,BLCA,20.566942,0.045368183,30,42
TCGA-DK-A1A3-01,TCGA Tumor,bladder,BLCA,19.480173,-0.38332987,30,42
TCGA-KQ-A41N-01,TCGA Tumor,bladder,BLCA,20.139626,-0.35799402,30,42
TCGA-XF-A9T6-01,TCGA Tumor,bladder,BLCA,21.171318,-0.17248857,30,42
TCGA-XF-AAN8-01,TCGA Tumor,bladder,BLCA,20.328627,-0.45548457,30,42
TCGA-BT-A42E-01,TCGA Tumor,bladder,BLCA,20.766611,-0.15221429,30,42
TCGA-CU-A0YR-11,TCGA Normal,bladder,BLCA,20.29937,-0.47179666,30,42
TCGA-FD-A3SJ-01,TCGA Tumor,bladder,BLCA,19.956017,0.20834914,30,42
TCGA-HQ-A2OE-01,TCGA Tumor,bladder,BLCA,19.582603,-0.6404449,30,42
TCGA-UY-A78O-01,TCGA Tumor,bladder,BLCA,21.088026,-0.3882365,30,42
TCGA-FD-A3B5-01,TCGA Tumor,bladder,BLCA,19.626644,-0.5086177,30,42
TCGA-YC-A8S6-01,TCGA Tumor,bladder,BLCA,20.46487,-0.33639944,30,42
TCGA-E7-A5KF-01,TCGA Tumor,bladder,BLCA,20.558393,0.06356887,30,42
TCGA-DK-AA6R-01,TCGA Tumor,bladder,BLCA,19.742277,-0.701879,30,42
TCGA-G2-A2EJ-01,TCGA Tumor,bladder,BLCA,20.114126,-0.7493908,30,42
TCGA-FD-A3SN-01,TCGA Tumor,bladder,BLCA,21.125395,-0.37518108,30,42
TCGA-G2-A3VY-01,TCGA Tumor,bladder,BLCA,19.891464,0.20492369,30,42
TCGA-FD-A6TE-01,TCGA Tumor,bladder,BLCA,20.433336,0.13398816,30,42
TCGA-ZF-AA4X-01,TCGA Tumor,bladder,BLCA,19.875774,0.14113502,30,42
TCGA-XF-AAMY-01,TCGA Tumor,bladder,BLCA,20.525429,0.009021726,30,42
TCGA-XF-A8HI-01,TCGA Tumor,bladder,BLCA,20.94934,-0.48146874,30,42
TCGA-FD-A3SR-01,TCGA Tumor,bladder,BLCA,19.351625,-0.5998232,30,42
TCGA-CF-A47W-01,TCGA Tumor,bladder,BLCA,21.100338,-0.28940973,30,42
TCGA-XF-AAN2-01,TCGA Tumor,bladder,BLCA,20.066803,0.27301535,30,42
TCGA-4Z-AA80-01,TCGA Tumor,bladder,BLCA,20.082956,0.18413197,30,42
TCGA-CF-A3MF-01,TCGA Tumor,bladder,BLCA,20.940569,-0.25641364,30,42
TCGA-CF-A3MI-01,TCGA Tumor,bladder,BLCA,20.156569,0.28029814,30,42
TCGA-G2-A3IE-01,TCGA Tumor,bladder,BLCA,20.450066,0.12028596,30,42
TCGA-ZF-A9R2-01,TCGA Tumor,bladder,BLCA,21.087646,-0.535622,30,42
TCGA-4Z-AA84-01,TCGA Tumor,bladder,BLCA,19.243326,-0.58258516,30,42
TCGA-DK-A6AV-01,TCGA Tumor,bladder,BLCA,20.854809,-0.44110715,30,42
TCGA-XF-A9SH-01,TCGA Tumor,bladder,BLCA,20.061335,0.35040176,30,42
TCGA-ZF-AA5P-01,TCGA Tumor,bladder,BLCA,19.327711,-0.6222806,30,42
TCGA-GU-A42Q-01,TCGA Tumor,bladder,BLCA,20.908684,-0.45832422,30,42
TCGA-CF-A27C-01,TCGA Tumor,bladder,BLCA,20.982618,-0.5104751,30,42
TCGA-ZF-A9R1-01,TCGA Tumor,bladder,BLCA,21.114035,-0.20284982,30,42
TCGA-CF-A5U8-01,TCGA Tumor,bladder,BLCA,20.549107,-0.030686665,30,42
TCGA-KQ-A41Q-01,TCGA Tumor,bladder,BLCA,19.918972,0.2836385,30,42
TCGA-BT-A20R-01,TCGA Tumor,bladder,BLCA,19.498835,-0.54565084,30,42
TCGA-C4-A0F1-01,TCGA Tumor,bladder,BLCA,19.697615,-0.6230503,30,42
TCGA-E7-A6MD-01,TCGA Tumor,bladder,BLCA,20.085094,0.31261688,30,42
TCGA-BL-A0C8-01,TCGA Tumor,bladder,BLCA,19.512306,-0.66232866,30,42
